,DHT22_Hum_Forecast
2025-05-08 14:02:12.906000+00:00,76.72964789566122
2025-05-08 15:02:12.906000+00:00,76.72964789566122
2025-05-08 16:02:12.906000+00:00,76.72964789566122
2025-05-08 17:02:12.906000+00:00,76.72964789566122
2025-05-08 18:02:12.906000+00:00,76.72964789566122
2025-05-08 19:02:12.906000+00:00,76.72964789566122
2025-05-08 20:02:12.906000+00:00,76.72964789566122
2025-05-08 21:02:12.906000+00:00,76.72964789566122
2025-05-08 22:02:12.906000+00:00,76.72964789566122
2025-05-08 23:02:12.906000+00:00,76.72964789566122
2025-05-09 00:02:12.906000+00:00,76.72964789566122
2025-05-09 01:02:12.906000+00:00,76.72964789566122
2025-05-09 02:02:12.906000+00:00,76.72964789566122
2025-05-09 03:02:12.906000+00:00,76.72964789566122
2025-05-09 04:02:12.906000+00:00,76.72964789566122
2025-05-09 05:02:12.906000+00:00,76.72964789566122
2025-05-09 06:02:12.906000+00:00,76.72964789566122
2025-05-09 07:02:12.906000+00:00,76.72964789566122
2025-05-09 08:02:12.906000+00:00,76.72964789566122
2025-05-09 09:02:12.906000+00:00,76.72964789566122
2025-05-09 10:02:12.906000+00:00,76.72964789566122
2025-05-09 11:02:12.906000+00:00,76.72964789566122
2025-05-09 12:02:12.906000+00:00,76.72964789566122
2025-05-09 13:02:12.906000+00:00,76.72964789566122
2025-05-09 14:02:12.906000+00:00,76.72964789566122
2025-05-09 15:02:12.906000+00:00,76.72964789566122
2025-05-09 16:02:12.906000+00:00,76.72964789566122
2025-05-09 17:02:12.906000+00:00,76.72964789566122
2025-05-09 18:02:12.906000+00:00,76.72964789566122
2025-05-09 19:02:12.906000+00:00,76.72964789566122
2025-05-09 20:02:12.906000+00:00,76.72964789566122
2025-05-09 21:02:12.906000+00:00,76.72964789566122
2025-05-09 22:02:12.906000+00:00,76.72964789566122
2025-05-09 23:02:12.906000+00:00,76.72964789566122
2025-05-10 00:02:12.906000+00:00,76.72964789566122
2025-05-10 01:02:12.906000+00:00,76.72964789566122
2025-05-10 02:02:12.906000+00:00,76.72964789566122
2025-05-10 03:02:12.906000+00:00,76.72964789566122
2025-05-10 04:02:12.906000+00:00,76.72964789566122
2025-05-10 05:02:12.906000+00:00,76.72964789566122
2025-05-10 06:02:12.906000+00:00,76.72964789566122
2025-05-10 07:02:12.906000+00:00,76.72964789566122
2025-05-10 08:02:12.906000+00:00,76.72964789566122
2025-05-10 09:02:12.906000+00:00,76.72964789566122
2025-05-10 10:02:12.906000+00:00,76.72964789566122
2025-05-10 11:02:12.906000+00:00,76.72964789566122
2025-05-10 12:02:12.906000+00:00,76.72964789566122
2025-05-10 13:02:12.906000+00:00,76.72964789566122
2025-05-10 14:02:12.906000+00:00,76.72964789566122
2025-05-10 15:02:12.906000+00:00,76.72964789566122
2025-05-10 16:02:12.906000+00:00,76.72964789566122
2025-05-10 17:02:12.906000+00:00,76.72964789566122
2025-05-10 18:02:12.906000+00:00,76.72964789566122
2025-05-10 19:02:12.906000+00:00,76.72964789566122
2025-05-10 20:02:12.906000+00:00,76.72964789566122
2025-05-10 21:02:12.906000+00:00,76.72964789566122
2025-05-10 22:02:12.906000+00:00,76.72964789566122
2025-05-10 23:02:12.906000+00:00,76.72964789566122
2025-05-11 00:02:12.906000+00:00,76.72964789566122
2025-05-11 01:02:12.906000+00:00,76.72964789566122
2025-05-11 02:02:12.906000+00:00,76.72964789566122
2025-05-11 03:02:12.906000+00:00,76.72964789566122
2025-05-11 04:02:12.906000+00:00,76.72964789566122
2025-05-11 05:02:12.906000+00:00,76.72964789566122
2025-05-11 06:02:12.906000+00:00,76.72964789566122
2025-05-11 07:02:12.906000+00:00,76.72964789566122
2025-05-11 08:02:12.906000+00:00,76.72964789566122
2025-05-11 09:02:12.906000+00:00,76.72964789566122
2025-05-11 10:02:12.906000+00:00,76.72964789566122
2025-05-11 11:02:12.906000+00:00,76.72964789566122
2025-05-11 12:02:12.906000+00:00,76.72964789566122
2025-05-11 13:02:12.906000+00:00,76.72964789566122
2025-05-11 14:02:12.906000+00:00,76.72964789566122
2025-05-11 15:02:12.906000+00:00,76.72964789566122
2025-05-11 16:02:12.906000+00:00,76.72964789566122
2025-05-11 17:02:12.906000+00:00,76.72964789566122
2025-05-11 18:02:12.906000+00:00,76.72964789566122
2025-05-11 19:02:12.906000+00:00,76.72964789566122
2025-05-11 20:02:12.906000+00:00,76.72964789566122
2025-05-11 21:02:12.906000+00:00,76.72964789566122
2025-05-11 22:02:12.906000+00:00,76.72964789566122
2025-05-11 23:02:12.906000+00:00,76.72964789566122
2025-05-12 00:02:12.906000+00:00,76.72964789566122
2025-05-12 01:02:12.906000+00:00,76.72964789566122
2025-05-12 02:02:12.906000+00:00,76.72964789566122
2025-05-12 03:02:12.906000+00:00,76.72964789566122
2025-05-12 04:02:12.906000+00:00,76.72964789566122
2025-05-12 05:02:12.906000+00:00,76.72964789566122
2025-05-12 06:02:12.906000+00:00,76.72964789566122
2025-05-12 07:02:12.906000+00:00,76.72964789566122
2025-05-12 08:02:12.906000+00:00,76.72964789566122
2025-05-12 09:02:12.906000+00:00,76.72964789566122
2025-05-12 10:02:12.906000+00:00,76.72964789566122
2025-05-12 11:02:12.906000+00:00,76.72964789566122
2025-05-12 12:02:12.906000+00:00,76.72964789566122
2025-05-12 13:02:12.906000+00:00,76.72964789566122
2025-05-12 14:02:12.906000+00:00,76.72964789566122
2025-05-12 15:02:12.906000+00:00,76.72964789566122
2025-05-12 16:02:12.906000+00:00,76.72964789566122
2025-05-12 17:02:12.906000+00:00,76.72964789566122
2025-05-12 18:02:12.906000+00:00,76.72964789566122
2025-05-12 19:02:12.906000+00:00,76.72964789566122
2025-05-12 20:02:12.906000+00:00,76.72964789566122
2025-05-12 21:02:12.906000+00:00,76.72964789566122
2025-05-12 22:02:12.906000+00:00,76.72964789566122
2025-05-12 23:02:12.906000+00:00,76.72964789566122
2025-05-13 00:02:12.906000+00:00,76.72964789566122
2025-05-13 01:02:12.906000+00:00,76.72964789566122
2025-05-13 02:02:12.906000+00:00,76.72964789566122
2025-05-13 03:02:12.906000+00:00,76.72964789566122
2025-05-13 04:02:12.906000+00:00,76.72964789566122
2025-05-13 05:02:12.906000+00:00,76.72964789566122
2025-05-13 06:02:12.906000+00:00,76.72964789566122
2025-05-13 07:02:12.906000+00:00,76.72964789566122
2025-05-13 08:02:12.906000+00:00,76.72964789566122
2025-05-13 09:02:12.906000+00:00,76.72964789566122
2025-05-13 10:02:12.906000+00:00,76.72964789566122
2025-05-13 11:02:12.906000+00:00,76.72964789566122
2025-05-13 12:02:12.906000+00:00,76.72964789566122
2025-05-13 13:02:12.906000+00:00,76.72964789566122
2025-05-13 14:02:12.906000+00:00,76.72964789566122
2025-05-13 15:02:12.906000+00:00,76.72964789566122
2025-05-13 16:02:12.906000+00:00,76.72964789566122
2025-05-13 17:02:12.906000+00:00,76.72964789566122
2025-05-13 18:02:12.906000+00:00,76.72964789566122
2025-05-13 19:02:12.906000+00:00,76.72964789566122
2025-05-13 20:02:12.906000+00:00,76.72964789566122
2025-05-13 21:02:12.906000+00:00,76.72964789566122
2025-05-13 22:02:12.906000+00:00,76.72964789566122
2025-05-13 23:02:12.906000+00:00,76.72964789566122
2025-05-14 00:02:12.906000+00:00,76.72964789566122
2025-05-14 01:02:12.906000+00:00,76.72964789566122
2025-05-14 02:02:12.906000+00:00,76.72964789566122
2025-05-14 03:02:12.906000+00:00,76.72964789566122
2025-05-14 04:02:12.906000+00:00,76.72964789566122
2025-05-14 05:02:12.906000+00:00,76.72964789566122
2025-05-14 06:02:12.906000+00:00,76.72964789566122
2025-05-14 07:02:12.906000+00:00,76.72964789566122
2025-05-14 08:02:12.906000+00:00,76.72964789566122
2025-05-14 09:02:12.906000+00:00,76.72964789566122
2025-05-14 10:02:12.906000+00:00,76.72964789566122
2025-05-14 11:02:12.906000+00:00,76.72964789566122
2025-05-14 12:02:12.906000+00:00,76.72964789566122
2025-05-14 13:02:12.906000+00:00,76.72964789566122
2025-05-14 14:02:12.906000+00:00,76.72964789566122
2025-05-14 15:02:12.906000+00:00,76.72964789566122
2025-05-14 16:02:12.906000+00:00,76.72964789566122
2025-05-14 17:02:12.906000+00:00,76.72964789566122
2025-05-14 18:02:12.906000+00:00,76.72964789566122
2025-05-14 19:02:12.906000+00:00,76.72964789566122
2025-05-14 20:02:12.906000+00:00,76.72964789566122
2025-05-14 21:02:12.906000+00:00,76.72964789566122
2025-05-14 22:02:12.906000+00:00,76.72964789566122
2025-05-14 23:02:12.906000+00:00,76.72964789566122
2025-05-15 00:02:12.906000+00:00,76.72964789566122
2025-05-15 01:02:12.906000+00:00,76.72964789566122
2025-05-15 02:02:12.906000+00:00,76.72964789566122
2025-05-15 03:02:12.906000+00:00,76.72964789566122
2025-05-15 04:02:12.906000+00:00,76.72964789566122
2025-05-15 05:02:12.906000+00:00,76.72964789566122
2025-05-15 06:02:12.906000+00:00,76.72964789566122
2025-05-15 07:02:12.906000+00:00,76.72964789566122
2025-05-15 08:02:12.906000+00:00,76.72964789566122
2025-05-15 09:02:12.906000+00:00,76.72964789566122
2025-05-15 10:02:12.906000+00:00,76.72964789566122
2025-05-15 11:02:12.906000+00:00,76.72964789566122
2025-05-15 12:02:12.906000+00:00,76.72964789566122
2025-05-15 13:02:12.906000+00:00,76.72964789566122
2025-05-15 14:02:12.906000+00:00,76.72964789566122
2025-05-15 15:02:12.906000+00:00,76.72964789566122
