,DHT22_Hum_Forecast
2025-05-01 16:02:12.906000+00:00,76.72484907540549
2025-05-01 17:02:12.906000+00:00,76.72255109492252
2025-05-01 18:02:12.906000+00:00,76.72368366055433
2025-05-01 19:02:12.906000+00:00,76.73045494151015
2025-05-01 20:02:12.906000+00:00,76.73077615509335
2025-05-01 21:02:12.906000+00:00,76.73014428041346
2025-05-01 22:02:12.906000+00:00,76.73022498864006
2025-05-01 23:02:12.906000+00:00,76.72968370772148
2025-05-02 00:02:12.906000+00:00,76.7295394872455
2025-05-02 01:02:12.906000+00:00,76.72959289072578
2025-05-02 02:02:12.906000+00:00,76.72959901849636
2025-05-02 03:02:12.906000+00:00,76.72963501593408
2025-05-02 04:02:12.906000+00:00,76.72965639280324
2025-05-02 05:02:12.906000+00:00,76.72965390306368
2025-05-02 06:02:12.906000+00:00,76.72965225458778
2025-05-02 07:02:12.906000+00:00,76.72964966604584
2025-05-02 08:02:12.906000+00:00,76.72964742226199
2025-05-02 09:02:12.906000+00:00,76.72964727655017
2025-05-02 10:02:12.906000+00:00,76.72964748629236
2025-05-02 11:02:12.906000+00:00,76.72964769503733
2025-05-02 12:02:12.906000+00:00,76.72964790507207
2025-05-02 13:02:12.906000+00:00,76.72964795292992
2025-05-02 14:02:12.906000+00:00,76.7296479358017
2025-05-02 15:02:12.906000+00:00,76.7296479167876
2025-05-02 16:02:12.906000+00:00,76.72964789800855
2025-05-02 17:02:12.906000+00:00,76.7296478909353
2025-05-02 18:02:12.906000+00:00,76.72964789171114
2025-05-02 19:02:12.906000+00:00,76.7296478934848
2025-05-02 20:02:12.906000+00:00,76.7296478951657
2025-05-02 21:02:12.906000+00:00,76.72964789600054
2025-05-02 22:02:12.906000+00:00,76.7296478960399
2025-05-02 23:02:12.906000+00:00,76.7296478958838
2025-05-03 00:02:12.906000+00:00,76.7296478957309
2025-05-03 01:02:12.906000+00:00,76.72964789564183
2025-05-03 02:02:12.906000+00:00,76.7296478956265
2025-05-03 03:02:12.906000+00:00,76.72964789563868
2025-05-03 04:02:12.906000+00:00,76.72964789565269
2025-05-03 05:02:12.906000+00:00,76.72964789566173
2025-05-03 06:02:12.906000+00:00,76.72964789566423
2025-05-03 07:02:12.906000+00:00,76.72964789566346
2025-05-03 08:02:12.906000+00:00,76.7296478956622
2025-05-03 09:02:12.906000+00:00,76.7296478956613
2025-05-03 10:02:12.906000+00:00,76.72964789566097
2025-05-03 11:02:12.906000+00:00,76.729647895661
2025-05-03 12:02:12.906000+00:00,76.72964789566112
2025-05-03 13:02:12.906000+00:00,76.7296478956612
2025-05-03 14:02:12.906000+00:00,76.72964789566124
2025-05-03 15:02:12.906000+00:00,76.72964789566124
2025-05-03 16:02:12.906000+00:00,76.72964789566123
2025-05-03 17:02:12.906000+00:00,76.72964789566122
2025-05-03 18:02:12.906000+00:00,76.72964789566122
2025-05-03 19:02:12.906000+00:00,76.72964789566122
2025-05-03 20:02:12.906000+00:00,76.72964789566122
2025-05-03 21:02:12.906000+00:00,76.72964789566122
2025-05-03 22:02:12.906000+00:00,76.72964789566122
2025-05-03 23:02:12.906000+00:00,76.72964789566122
2025-05-04 00:02:12.906000+00:00,76.72964789566122
2025-05-04 01:02:12.906000+00:00,76.72964789566122
2025-05-04 02:02:12.906000+00:00,76.72964789566122
2025-05-04 03:02:12.906000+00:00,76.72964789566122
2025-05-04 04:02:12.906000+00:00,76.72964789566122
2025-05-04 05:02:12.906000+00:00,76.72964789566122
2025-05-04 06:02:12.906000+00:00,76.72964789566122
2025-05-04 07:02:12.906000+00:00,76.72964789566122
2025-05-04 08:02:12.906000+00:00,76.72964789566122
2025-05-04 09:02:12.906000+00:00,76.72964789566122
2025-05-04 10:02:12.906000+00:00,76.72964789566122
2025-05-04 11:02:12.906000+00:00,76.72964789566122
2025-05-04 12:02:12.906000+00:00,76.72964789566122
2025-05-04 13:02:12.906000+00:00,76.72964789566122
2025-05-04 14:02:12.906000+00:00,76.72964789566122
2025-05-04 15:02:12.906000+00:00,76.72964789566122
2025-05-04 16:02:12.906000+00:00,76.72964789566122
2025-05-04 17:02:12.906000+00:00,76.72964789566122
2025-05-04 18:02:12.906000+00:00,76.72964789566122
2025-05-04 19:02:12.906000+00:00,76.72964789566122
2025-05-04 20:02:12.906000+00:00,76.72964789566122
2025-05-04 21:02:12.906000+00:00,76.72964789566122
2025-05-04 22:02:12.906000+00:00,76.72964789566122
2025-05-04 23:02:12.906000+00:00,76.72964789566122
2025-05-05 00:02:12.906000+00:00,76.72964789566122
2025-05-05 01:02:12.906000+00:00,76.72964789566122
2025-05-05 02:02:12.906000+00:00,76.72964789566122
2025-05-05 03:02:12.906000+00:00,76.72964789566122
2025-05-05 04:02:12.906000+00:00,76.72964789566122
2025-05-05 05:02:12.906000+00:00,76.72964789566122
2025-05-05 06:02:12.906000+00:00,76.72964789566122
2025-05-05 07:02:12.906000+00:00,76.72964789566122
2025-05-05 08:02:12.906000+00:00,76.72964789566122
2025-05-05 09:02:12.906000+00:00,76.72964789566122
2025-05-05 10:02:12.906000+00:00,76.72964789566122
2025-05-05 11:02:12.906000+00:00,76.72964789566122
2025-05-05 12:02:12.906000+00:00,76.72964789566122
2025-05-05 13:02:12.906000+00:00,76.72964789566122
2025-05-05 14:02:12.906000+00:00,76.72964789566122
2025-05-05 15:02:12.906000+00:00,76.72964789566122
2025-05-05 16:02:12.906000+00:00,76.72964789566122
2025-05-05 17:02:12.906000+00:00,76.72964789566122
2025-05-05 18:02:12.906000+00:00,76.72964789566122
2025-05-05 19:02:12.906000+00:00,76.72964789566122
2025-05-05 20:02:12.906000+00:00,76.72964789566122
2025-05-05 21:02:12.906000+00:00,76.72964789566122
2025-05-05 22:02:12.906000+00:00,76.72964789566122
2025-05-05 23:02:12.906000+00:00,76.72964789566122
2025-05-06 00:02:12.906000+00:00,76.72964789566122
2025-05-06 01:02:12.906000+00:00,76.72964789566122
2025-05-06 02:02:12.906000+00:00,76.72964789566122
2025-05-06 03:02:12.906000+00:00,76.72964789566122
2025-05-06 04:02:12.906000+00:00,76.72964789566122
2025-05-06 05:02:12.906000+00:00,76.72964789566122
2025-05-06 06:02:12.906000+00:00,76.72964789566122
2025-05-06 07:02:12.906000+00:00,76.72964789566122
2025-05-06 08:02:12.906000+00:00,76.72964789566122
2025-05-06 09:02:12.906000+00:00,76.72964789566122
2025-05-06 10:02:12.906000+00:00,76.72964789566122
2025-05-06 11:02:12.906000+00:00,76.72964789566122
2025-05-06 12:02:12.906000+00:00,76.72964789566122
2025-05-06 13:02:12.906000+00:00,76.72964789566122
2025-05-06 14:02:12.906000+00:00,76.72964789566122
2025-05-06 15:02:12.906000+00:00,76.72964789566122
2025-05-06 16:02:12.906000+00:00,76.72964789566122
2025-05-06 17:02:12.906000+00:00,76.72964789566122
2025-05-06 18:02:12.906000+00:00,76.72964789566122
2025-05-06 19:02:12.906000+00:00,76.72964789566122
2025-05-06 20:02:12.906000+00:00,76.72964789566122
2025-05-06 21:02:12.906000+00:00,76.72964789566122
2025-05-06 22:02:12.906000+00:00,76.72964789566122
2025-05-06 23:02:12.906000+00:00,76.72964789566122
2025-05-07 00:02:12.906000+00:00,76.72964789566122
2025-05-07 01:02:12.906000+00:00,76.72964789566122
2025-05-07 02:02:12.906000+00:00,76.72964789566122
2025-05-07 03:02:12.906000+00:00,76.72964789566122
2025-05-07 04:02:12.906000+00:00,76.72964789566122
2025-05-07 05:02:12.906000+00:00,76.72964789566122
2025-05-07 06:02:12.906000+00:00,76.72964789566122
2025-05-07 07:02:12.906000+00:00,76.72964789566122
2025-05-07 08:02:12.906000+00:00,76.72964789566122
2025-05-07 09:02:12.906000+00:00,76.72964789566122
2025-05-07 10:02:12.906000+00:00,76.72964789566122
2025-05-07 11:02:12.906000+00:00,76.72964789566122
2025-05-07 12:02:12.906000+00:00,76.72964789566122
2025-05-07 13:02:12.906000+00:00,76.72964789566122
2025-05-07 14:02:12.906000+00:00,76.72964789566122
2025-05-07 15:02:12.906000+00:00,76.72964789566122
2025-05-07 16:02:12.906000+00:00,76.72964789566122
2025-05-07 17:02:12.906000+00:00,76.72964789566122
2025-05-07 18:02:12.906000+00:00,76.72964789566122
2025-05-07 19:02:12.906000+00:00,76.72964789566122
2025-05-07 20:02:12.906000+00:00,76.72964789566122
2025-05-07 21:02:12.906000+00:00,76.72964789566122
2025-05-07 22:02:12.906000+00:00,76.72964789566122
2025-05-07 23:02:12.906000+00:00,76.72964789566122
2025-05-08 00:02:12.906000+00:00,76.72964789566122
2025-05-08 01:02:12.906000+00:00,76.72964789566122
2025-05-08 02:02:12.906000+00:00,76.72964789566122
2025-05-08 03:02:12.906000+00:00,76.72964789566122
2025-05-08 04:02:12.906000+00:00,76.72964789566122
2025-05-08 05:02:12.906000+00:00,76.72964789566122
2025-05-08 06:02:12.906000+00:00,76.72964789566122
2025-05-08 07:02:12.906000+00:00,76.72964789566122
2025-05-08 08:02:12.906000+00:00,76.72964789566122
2025-05-08 09:02:12.906000+00:00,76.72964789566122
2025-05-08 10:02:12.906000+00:00,76.72964789566122
2025-05-08 11:02:12.906000+00:00,76.72964789566122
2025-05-08 12:02:12.906000+00:00,76.72964789566122
2025-05-08 13:02:12.906000+00:00,76.72964789566122
